Filename,Name,Flairtext,Abbreviated,File,Sheet,Row,Col,Index,Subsort,Division,Conference,Subconference,Conf,Confsort,Selectdisplay,Selectflair,Selectinline,Shortcutflair,Shortcutinline,Shortcutletter,Width,Height,Flair,Flair1,Flair2
albany,Albany Great Danes,Albany Great Danes,Albany,D1,1,2,1,1,1,D1,American East,None,AE,0,TRUE,TRUE,TRUE,albany,#f/albany,None,60,60,albany,albany-sheet1-row02-col01,albany-2sht1-2rw02-2cl01
binghamton,Binghamton Bearcats,Binghamton Bearcats,Binghamton,D1,1,2,2,1,1,D1,American East,None,AE,0,TRUE,TRUE,TRUE,binghamton,#f/binghamton,None,60,60,binghamton,binghamton-sheet1-row02-col02,binghamton-2sht1-2rw02-2cl02
hartford,Hartford Hawks,Hartford Hawks,Hartford,D1,1,2,3,1,1,D1,American East,None,AE,0,TRUE,TRUE,TRUE,hartford,#f/hartford,None,60,60,hartford,hartford-sheet1-row02-col03,hartford-2sht1-2rw02-2cl03
maine,Maine Black Bears,Maine Black Bears,Maine,D1,1,2,4,1,1,D1,American East,None,AE,0,TRUE,TRUE,TRUE,maine,#f/maine,None,60,60,maine,maine-sheet1-row02-col04,maine-2sht1-2rw02-2cl04
umbc,UMBC Retrievers,UMBC Retrievers,UMBC,D1,1,2,5,1,1,D1,American East,None,AE,0,TRUE,TRUE,TRUE,umbc,#f/umbc,None,60,60,umbc,umbc-sheet1-row02-col05,umbc-2sht1-2rw02-2cl05
newhampshire,New Hampshire Wildcats,New Hampshire Wildcats,New Hampshire,D1,1,2,6,1,1,D1,American East,None,AE,0,TRUE,TRUE,TRUE,newhampshire,#f/newhampshire,None,60,60,newhampshire,newhampshire-sheet1-row02-col06,newhampshire-2sht1-2rw02-2cl06
massachusettslowell,UMass Lowell River Hawks,UMass River Hawks,UMass ,D1,1,2,7,1,1,D1,American East,None,AE,0,TRUE,TRUE,TRUE,umass,#f/umass,None,60,60,umass,massachusettslowell-sheet1-row02-col07,massachusettslowell-2sht1-2rw02-2cl07
stonybrook,Stony Brook Seawolves,Stony Brook Seawolves,Stony Brook,D1,1,2,8,1,1,D1,American East,None,AE,0,TRUE,TRUE,TRUE,stonybrook,#f/stonybrook,None,60,60,stonybrook,stonybrook-sheet1-row02-col08,stonybrook-2sht1-2rw02-2cl08
vermont,Vermont Catamounts,Vermont Catamounts,Vermont,D1,1,2,9,1,1,D1,American East,None,AE,0,TRUE,TRUE,TRUE,vermont,#f/vermont,None,60,60,vermont,vermont-sheet1-row02-col09,vermont-2sht1-2rw02-2cl09
cincinnati,Cincinnati Bearcats,Cincinnati Bearcats,Cincinnati,D1,1,3,1,2,3,D1,American,None,AAC,0,TRUE,TRUE,TRUE,cincinnati,#f/cincinnati,None,60,60,cincinnati,cincinnati-sheet1-row03-col01,cincinnati-2sht1-2rw03-2cl01
connecticut,Connecticut Huskies,Connecticut Huskies,Connecticut,D1,1,3,2,2,3,D1,American,None,AAC,0,TRUE,TRUE,TRUE,connecticut,#f/connecticut,None,60,60,connecticut,connecticut-sheet1-row03-col02,connecticut-2sht1-2rw03-2cl02
eastcarolina,East Carolina Pirates,East Carolina Pirates,East Carolina,D1,1,3,3,2,3,D1,American,None,AAC,0,TRUE,TRUE,TRUE,eastcarolina,#f/eastcarolina,None,60,60,eastcarolina,eastcarolina-sheet1-row03-col03,eastcarolina-2sht1-2rw03-2cl03
houston,Houston Cougars,Houston Cougars,Houston,D1,1,3,4,2,3,D1,American,None,AAC,0,TRUE,TRUE,TRUE,houston,#f/houston,None,60,60,houston,houston-sheet1-row03-col04,houston-2sht1-2rw03-2cl04
memphis,Memphis Tigers,Memphis Tigers,Memphis,D1,1,3,5,2,3,D1,American,None,AAC,0,TRUE,TRUE,TRUE,memphis,#f/memphis,None,60,60,memphis,memphis-sheet1-row03-col05,memphis-2sht1-2rw03-2cl05
smu,SMU Mustangs,SMU Mustangs,SMU,D1,1,3,7,2,3,D1,American,None,AAC,0,TRUE,TRUE,TRUE,smu,#f/smu,None,60,60,smu,smu-sheet1-row03-col07,smu-2sht1-2rw03-2cl07
southflorida,South Florida Bulls,South Florida Bulls,South Florida,D1,1,3,8,2,3,D1,American,None,AAC,0,TRUE,TRUE,TRUE,southflorida,#f/southflorida,None,60,60,southflorida,southflorida-sheet1-row03-col08,southflorida-2sht1-2rw03-2cl08
temple,Temple Owls,Temple Owls,Temple,D1,1,3,9,2,3,D1,American,None,AAC,0,TRUE,TRUE,TRUE,temple,#f/temple,None,60,60,temple,temple-sheet1-row03-col09,temple-2sht1-2rw03-2cl09
tulane,Tulane Green Wave,Tulane Green Wave,Tulane,D1,1,3,10,2,3,D1,American,None,AAC,0,TRUE,TRUE,TRUE,tulane,#f/tulane,None,60,60,tulane,tulane-sheet1-row03-col10,tulane-2sht1-2rw03-2cl10
tulsa,Tulsa Golden Hurricane,Tulsa Golden Hurricane,Tulsa,D1,1,3,11,2,3,D1,American,None,AAC,0,TRUE,TRUE,TRUE,tulsa,#f/tulsa,None,60,60,tulsa,tulsa-sheet1-row03-col11,tulsa-2sht1-2rw03-2cl11
ucf,UCF Knights,UCF Knights,UCF,D1,1,3,12,2,3,D1,American,None,AAC,0,TRUE,TRUE,TRUE,ucf,#f/ucf,None,60,60,ucf,ucf-sheet1-row03-col12,ucf-2sht1-2rw03-2cl12
houston2,Houston Cougars Alternate,Houston Cougars,Houston,D1,1,3,13,2,3,D1,American,None,AAC,1,FALSE,FALSE,FALSE,houston2,None,None,60,60,houston2,houston2-sheet1-row03-col13,houston2-2sht1-2rw03-2cl13
bostoncollege,Boston College Eagles,Boston College Eagles,Boston College,D1,1,4,1,2,1,D1,ACC,None,ACC,0,TRUE,TRUE,TRUE,bostoncollege,#f/bostoncollege,None,60,60,bostoncollege,bostoncollege-sheet1-row04-col01,bostoncollege-2sht1-2rw04-2cl01
clemson,Clemson Tigers,Clemson Tigers,Clemson,D1,1,4,2,2,1,D1,ACC,None,ACC,0,TRUE,TRUE,TRUE,clemson,#f/clemson,None,60,60,clemson,clemson-sheet1-row04-col02,clemson-2sht1-2rw04-2cl02
duke,Duke Blue Devils,Duke Blue Devils,Duke,D1,1,4,3,2,1,D1,ACC,None,ACC,0,TRUE,TRUE,TRUE,duke,#f/duke,None,60,60,duke,duke-sheet1-row04-col03,duke-2sht1-2rw04-2cl03
floridastate,Florida State Seminoles,Florida State Seminoles,Florida State,D1,1,4,4,2,1,D1,ACC,None,ACC,0,TRUE,TRUE,TRUE,floridastate,#f/floridastate,None,60,60,floridastate,floridastate-sheet1-row04-col04,floridastate-2sht1-2rw04-2cl04
georgiatech,Georgia Tech Yellow Jackets,Georgia Tech Yellow Jackets,Georgia Tech,D1,1,4,5,2,1,D1,ACC,None,ACC,0,TRUE,TRUE,TRUE,georgiatech,#f/georgiatech,None,60,60,georgiatech,georgiatech-sheet1-row04-col05,georgiatech-2sht1-2rw04-2cl05
louisville,Louisville Cardinals,Louisville Cardinals,Louisville,D1,1,4,6,2,1,D1,ACC,None,ACC,0,TRUE,TRUE,TRUE,louisville,#f/louisville,None,60,60,louisville,louisville-sheet1-row04-col06,louisville-2sht1-2rw04-2cl06
miamifl,Miami Hurricanes,Miami Hurricanes,Miami,D1,1,4,7,2,1,D1,ACC,None,ACC,0,TRUE,TRUE,TRUE,miamifl,#f/miamifl,#f/u,60,60,miamifl,miamifl-sheet1-row04-col07,miamifl-2sht1-2rw04-2cl07
northcarolina,North Carolina Tar Heels,North Carolina Tar Heels,North Carolina,D1,1,4,8,2,1,D1,ACC,None,ACC,0,TRUE,TRUE,TRUE,northcarolina,#f/northcarolina,None,60,60,northcarolina,northcarolina-sheet1-row04-col08,northcarolina-2sht1-2rw04-2cl08
northcarolinastate,North Carolina State Wolfpack,North Carolina State Wolfpack,North Carolina State,D1,1,4,9,2,1,D1,ACC,None,ACC,0,TRUE,TRUE,TRUE,northcarolinastate,#f/northcarolinastate,None,60,60,northcarolinastate,northcarolinastate-sheet1-row04-col09,northcarolinastate-2sht1-2rw04-2cl09
notredame,Notre Dame Fighting Irish,Notre Dame Fighting Irish,Notre Dame,D1,1,4,10,2,1,D1,ACC,None,ACC,0,TRUE,TRUE,TRUE,notredame,#f/notredame,None,60,60,notredame,notredame-sheet1-row04-col10,notredame-2sht1-2rw04-2cl10
pittsburgh,Pittsburgh Panthers,Pittsburgh Panthers,Pittsburgh,D1,1,4,11,2,1,D1,ACC,None,ACC,0,TRUE,TRUE,TRUE,pittsburgh,#f/pittsburgh,None,60,60,pittsburgh,pittsburgh-sheet1-row04-col11,pittsburgh-2sht1-2rw04-2cl11
syracuse,Syracuse Orange,Syracuse Orange,Syracuse,D1,1,4,12,2,1,D1,ACC,None,ACC,0,TRUE,TRUE,TRUE,syracuse,#f/syracuse,None,60,60,syracuse,syracuse-sheet1-row04-col12,syracuse-2sht1-2rw04-2cl12
virginia,Virginia Cavaliers,Virginia Cavaliers,Virginia,D1,1,4,13,2,1,D1,ACC,None,ACC,0,TRUE,TRUE,TRUE,virginia,#f/virginia,None,60,60,virginia,virginia-sheet1-row04-col13,virginia-2sht1-2rw04-2cl13
virginiatech,Virginia Tech Hokies,Virginia Tech Hokies,Virginia Tech,D1,1,4,14,2,1,D1,ACC,None,ACC,0,TRUE,TRUE,TRUE,virginiatech,#f/virginiatech,None,60,60,virginiatech,virginiatech-sheet1-row04-col14,virginiatech-2sht1-2rw04-2cl14
wakeforest,Wake Forest Demon Deacons,Wake Forest Demon Deacons,Wake Forest,D1,1,4,15,2,1,D1,ACC,None,ACC,0,TRUE,TRUE,TRUE,wakeforest,#f/wakeforest,None,60,60,wakeforest,wakeforest-sheet1-row04-col15,wakeforest-2sht1-2rw04-2cl15
floridastate2,Florida State Seminoles Alternate,Florida State Seminoles,Florida State,D1,1,4,16,2,1,D1,ACC,None,ACC,1,FALSE,FALSE,FALSE,floridastate2,None,None,60,60,floridastate2,floridastate2-sheet1-row04-col16,floridastate2-2sht1-2rw04-2cl16
floridagulfcoast,Florida Gulf Coast Eagles,Florida Gulf Coast Eagles,Florida Gulf Coast,D1,1,5,1,2,1,D1,Atlantic Sun,None,asun,0,TRUE,TRUE,TRUE,floridagulfcoast,#f/floridagulfcoast,None,60,60,floridagulfcoast,floridagulfcoast-sheet1-row05-col01,floridagulfcoast-2sht1-2rw05-2cl01
jacksonville,Jacksonville Dolphins,Jacksonville Dolphins,Jacksonville,D1,1,5,2,2,1,D1,Atlantic Sun,None,asun,0,TRUE,TRUE,TRUE,jacksonville,#f/jacksonville,None,60,60,jacksonville,jacksonville-sheet1-row05-col02,jacksonville-2sht1-2rw05-2cl02
kennesaw,Kennesaw State Owls,Kennesaw State Owls,Kennesaw,D1,1,5,3,2,1,D1,Atlantic Sun,None,asun,0,TRUE,TRUE,TRUE,kennesaw,#f/kennesaw,None,60,60,kennesaw,kennesaw-sheet1-row05-col03,kennesaw-2sht1-2rw05-2cl03
lipscomb,Lipscomb Bisons,Lipscomb Bisons,Lipscomb,D1,1,5,4,2,1,D1,Atlantic Sun,None,asun,0,TRUE,TRUE,TRUE,lipscomb,#f/lipscomb,None,60,60,lipscomb,lipscomb-sheet1-row05-col04,lipscomb-2sht1-2rw05-2cl04
njit,NJIT Highlanders,NJIT Highlanders,NJIT,D1,1,5,5,2,1,D1,Atlantic Sun,None,asun,0,TRUE,TRUE,TRUE,njit,#f/njit,None,60,60,njit,njit-sheet1-row05-col05,njit-2sht1-2rw05-2cl05
northflorida,North Florida Ospreys,North Florida Ospreys,North Florida,D1,1,5,6,2,1,D1,Atlantic Sun,None,asun,0,TRUE,TRUE,TRUE,northflorida,#f/northflorida,None,60,60,northflorida,northflorida-sheet1-row05-col06,northflorida-2sht1-2rw05-2cl06
uscupstate,USC Upstate Spartans,USC Upstate Spartans,USC Upstate,D1,1,5,7,2,1,D1,Atlantic Sun,None,asun,0,TRUE,TRUE,TRUE,uscupstate,#f/uscupstate,None,60,60,uscupstate,uscupstate-sheet1-row05-col07,uscupstate-2sht1-2rw05-2cl07
stetson,Stetson Hatters,Stetson Hatters,Stetson,D1,1,5,8,2,1,D1,Atlantic Sun,None,asun,0,TRUE,TRUE,TRUE,stetson,#f/stetson,None,60,60,stetson,stetson-sheet1-row05-col08,stetson-2sht1-2rw05-2cl08
davidson,Davidson Wildcats,Davidson Wildcats,Davidson,D1,1,6,1,2,1,D1,A-10,None,a10,0,TRUE,TRUE,TRUE,davidson,#f/davidson,None,60,60,davidson,davidson-sheet1-row06-col01,davidson-2sht1-2rw06-2cl01
dayton,Dayton Flyers,Dayton Flyers,Dayton,D1,1,6,2,2,1,D1,A-10,None,a10,0,TRUE,TRUE,TRUE,dayton,#f/dayton,None,60,60,dayton,dayton-sheet1-row06-col02,dayton-2sht1-2rw06-2cl02
duquesne,Duquesne Dukes,Duquesne Dukes,Duquesne,D1,1,6,3,2,1,D1,A-10,None,a10,0,TRUE,TRUE,TRUE,duquesne,#f/duquesne,None,60,60,duquesne,duquesne-sheet1-row06-col03,duquesne-2sht1-2rw06-2cl03
fordham,Fordham Rams,Fordham Rams,Fordham,D1,1,6,4,2,1,D1,A-10,None,a10,0,TRUE,TRUE,TRUE,fordham,#f/fordham,None,60,60,fordham,fordham-sheet1-row06-col04,fordham-2sht1-2rw06-2cl04
georgemason,George Mason Patriots,George Mason Patriots,George Mason,D1,1,6,5,2,1,D1,A-10,None,a10,0,TRUE,TRUE,TRUE,georgemason,#f/georgemason,None,60,60,georgemason,georgemason-sheet1-row06-col05,georgemason-2sht1-2rw06-2cl05
georgewashington,George Washington Colonials,George Washington Colonials,George Washington,D1,1,6,6,2,1,D1,A-10,None,a10,0,TRUE,TRUE,TRUE,georgewashington,#f/georgewashington,None,60,60,georgewashington,georgewashington-sheet1-row06-col06,georgewashington-2sht1-2rw06-2cl06
lasalle,La Salle Explorers,La Salle Explorers,La Salle,D1,1,6,7,2,1,D1,A-10,None,a10,0,TRUE,TRUE,TRUE,lasalle,#f/lasalle,None,60,60,lasalle,lasalle-sheet1-row06-col07,lasalle-2sht1-2rw06-2cl07
umass,UMass Minutemen,UMass Minutemen,UMass ,D1,1,6,8,2,1,D1,A-10,None,a10,0,TRUE,TRUE,TRUE,umass,#f/umass,None,60,60,umass,umass-sheet1-row06-col08,umass-2sht1-2rw06-2cl08
rhodeisland,Rhode Island Rams,Rhode Island Rams,Rhode Island,D1,1,6,9,2,1,D1,A-10,None,a10,0,TRUE,TRUE,TRUE,rhodeisland,#f/rhodeisland,None,60,60,rhodeisland,rhodeisland-sheet1-row06-col09,rhodeisland-2sht1-2rw06-2cl09
richmond,Richmond Spiders,Richmond Spiders,Richmond,D1,1,6,10,2,1,D1,A-10,None,a10,0,TRUE,TRUE,TRUE,richmond,#f/richmond,None,60,60,richmond,richmond-sheet1-row06-col10,richmond-2sht1-2rw06-2cl10
stbonaventure,St. Bonaventure Bonnies,St. Bonaventure Bonnies,St. Bonaventure,D1,1,6,11,2,1,D1,A-10,None,a10,0,TRUE,TRUE,TRUE,stbonaventure,#f/stbonaventure,None,60,60,stbonaventure,stbonaventure-sheet1-row06-col11,stbonaventure-2sht1-2rw06-2cl11
stjosephspa,St. Joseph's Hawks,St. Joseph's Hawks,St. Joseph's,D1,1,6,12,2,1,D1,A-10,None,a10,0,TRUE,TRUE,TRUE,stjosephspa,#f/stjosephspa,None,60,60,stjosephspa,stjosephspa-sheet1-row06-col12,stjosephspa-2sht1-2rw06-2cl12
stlouis,St. Louis Billikens,St. Louis Billikens,St. Louis,D1,1,6,13,2,1,D1,A-10,None,a10,0,TRUE,TRUE,TRUE,stlouis,#f/stlouis,None,60,60,stlouis,stlouis-sheet1-row06-col13,stlouis-2sht1-2rw06-2cl13
vcu,VCU Rams,VCU Rams,VCU,D1,1,6,14,2,1,D1,A-10,None,a10,0,TRUE,TRUE,TRUE,vcu,#f/vcu,None,60,60,vcu,vcu-sheet1-row06-col14,vcu-2sht1-2rw06-2cl14
butler,Butler Bulldogs,Butler Bulldogs,Butler,D1,1,7,1,2,1,D1,Big East,None,BE,0,TRUE,TRUE,TRUE,butler,#f/butler,None,60,60,butler,butler-sheet1-row07-col01,butler-2sht1-2rw07-2cl01
creighton,Creighton Bluejays,Creighton Bluejays,Creighton,D1,1,7,2,2,1,D1,Big East,None,BE,0,TRUE,TRUE,TRUE,creighton,#f/creighton,None,60,60,creighton,creighton-sheet1-row07-col02,creighton-2sht1-2rw07-2cl02
depaul,DePaul Blue Demons,DePaul Blue Demons,DePaul,D1,1,7,3,2,1,D1,Big East,None,BE,0,TRUE,TRUE,TRUE,depaul,#f/depaul,None,60,60,depaul,depaul-sheet1-row07-col03,depaul-2sht1-2rw07-2cl03
georgetown,Georgetown Hoyas,Georgetown Hoyas,Georgetown,D1,1,7,4,2,1,D1,Big East,None,BE,0,TRUE,TRUE,TRUE,georgetown,#f/georgetown,None,60,60,georgetown,georgetown-sheet1-row07-col04,georgetown-2sht1-2rw07-2cl04
marquette,Marquette Golden Eagles,Marquette Golden Eagles,Marquette,D1,1,7,5,2,1,D1,Big East,None,BE,0,TRUE,TRUE,TRUE,marquette,#f/marquette,None,60,60,marquette,marquette-sheet1-row07-col05,marquette-2sht1-2rw07-2cl05
providence,Providence Friars,Providence Friars,Providence,D1,1,7,6,2,1,D1,Big East,None,BE,0,TRUE,TRUE,TRUE,providence,#f/providence,None,60,60,providence,providence-sheet1-row07-col06,providence-2sht1-2rw07-2cl06
stjohnsny,St. John's Red Storm,St. John's Red Storm,St. John's,D1,1,7,7,2,1,D1,Big East,None,BE,0,TRUE,TRUE,TRUE,stjohnsny,#f/stjohnsny,None,60,60,stjohnsny,stjohnsny-sheet1-row07-col07,stjohnsny-2sht1-2rw07-2cl07
setonhall,Seton Hall Pirates,Seton Hall Pirates,Seton Hall,D1,1,7,8,2,1,D1,Big East,None,BE,0,TRUE,TRUE,TRUE,setonhall,#f/setonhall,None,60,60,setonhall,setonhall-sheet1-row07-col08,setonhall-2sht1-2rw07-2cl08
villanova,Villanova Wildcats,Villanova Wildcats,Villanova,D1,1,7,9,2,1,D1,Big East,None,BE,0,TRUE,TRUE,TRUE,villanova,#f/villanova,None,60,60,villanova,villanova-sheet1-row07-col09,villanova-2sht1-2rw07-2cl09
xavier,Xavier Musketeers,Xavier Musketeers,Xavier,D1,1,7,10,2,1,D1,Big East,None,BE,0,TRUE,TRUE,TRUE,xavier,#f/xavier,None,60,60,xavier,xavier-sheet1-row07-col10,xavier-2sht1-2rw07-2cl10
easternwashington,Eastern Washington Eagles,Eastern Washington Eagles,Eastern Washington,D1,1,8,1,2,1,D1,Big Sky,None,BSky,0,TRUE,TRUE,TRUE,easternwashington,#f/easternwashington,None,60,60,easternwashington,easternwashington-sheet1-row08-col01,easternwashington-2sht1-2rw08-2cl01
idaho,Idaho Vandals,Idaho Vandals,Idaho,D1,1,8,2,2,1,D1,Big Sky,None,BSky,0,TRUE,TRUE,TRUE,idaho,#f/idaho,None,60,60,#REF!,#REF!,#REF!
idahostate,Idaho State Bengals,Idaho State Bengals,Idaho State,D1,1,8,3,2,1,D1,Big Sky,None,BSky,0,TRUE,TRUE,TRUE,idahostate,#f/idahostate,None,60,60,idahostate,idahostate-sheet1-row08-col03,idahostate-2sht1-2rw08-2cl03
montana,Montana Grizzlies,Montana Grizzlies,Montana,D1,1,8,4,2,1,D1,Big Sky,None,BSky,0,TRUE,TRUE,TRUE,montana,#f/montana,None,60,60,montana,montana-sheet1-row08-col04,montana-2sht1-2rw08-2cl04
montanastate,Montana State Bobcats,Montana State Bobcats,Montana State,D1,1,8,5,2,1,D1,Big Sky,None,BSky,0,TRUE,TRUE,TRUE,montanastate,#f/montanastate,None,60,60,montanastate,montanastate-sheet1-row08-col05,montanastate-2sht1-2rw08-2cl05
northdakota,North Dakota Fighting Hawks,North Dakota Fighting Hawks,North Dakota,D1,1,8,6,2,1,D1,Big Sky,None,BSky,0,TRUE,TRUE,TRUE,northdakota,#f/northdakota,None,60,60,northdakota,northdakota-sheet1-row08-col06,northdakota-2sht1-2rw08-2cl06
northernarizona,Northern Arizona Lumberjacks,Northern Arizona Lumberjacks,Northern Arizona,D1,1,8,7,2,1,D1,Big Sky,None,BSky,0,TRUE,TRUE,TRUE,northernarizona,#f/northernarizona,None,60,60,northernarizona,northernarizona-sheet1-row08-col07,northernarizona-2sht1-2rw08-2cl07
northerncolorado,Northern Colorado Bears,Northern Colorado Bears,Northern Colorado,D1,1,8,8,2,1,D1,Big Sky,None,BSky,0,TRUE,TRUE,TRUE,northerncolorado,#f/northerncolorado,None,60,60,northerncolorado,northerncolorado-sheet1-row08-col08,northerncolorado-2sht1-2rw08-2cl08
portlandstate,Portland State Vikings,Portland State Vikings,Portland State,D1,1,8,9,2,1,D1,Big Sky,None,BSky,0,TRUE,TRUE,TRUE,portlandstate,#f/portlandstate,None,60,60,portlandstate,portlandstate-sheet1-row08-col09,portlandstate-2sht1-2rw08-2cl09
sacramentostate,Sacramento State Hornets,Sacramento State Hornets,Sacramento State,D1,1,8,10,2,1,D1,Big Sky,None,BSky,0,TRUE,TRUE,TRUE,sacramentostate,#f/sacramentostate,None,60,60,sacramentostate,sacramentostate-sheet1-row08-col10,sacramentostate-2sht1-2rw08-2cl10
southernutah,Southern Utah Thunderbirds,Southern Utah Thunderbirds,Southern Utah,D1,1,8,11,2,1,D1,Big Sky,None,BSky,0,TRUE,TRUE,TRUE,southernutah,#f/southernutah,None,60,60,southernutah,southernutah-sheet1-row08-col11,southernutah-2sht1-2rw08-2cl11
weberstate,Weber State Wildcats,Weber State Wildcats,Weber State,D1,1,8,12,2,1,D1,Big Sky,None,BSky,0,TRUE,TRUE,TRUE,weberstate,#f/weberstate,None,60,60,weberstate,weberstate-sheet1-row08-col12,weberstate-2sht1-2rw08-2cl12
campbell,Campbell Fighting Camels,Campbell Fighting Camels,Campbell,D1,1,9,1,2,1,D1,Big South,None,BSouth,0,TRUE,TRUE,TRUE,campbell,#f/campbell,None,60,60,campbell,campbell-sheet1-row09-col01,campbell-2sht1-2rw09-2cl01
charlestonsouthern,Charleston Southern Buccaneers,Charleston Southern Buccaneers,Charleston Southern,D1,1,9,2,2,1,D1,Big South,None,BSouth,0,TRUE,TRUE,TRUE,charlestonsouthern,#f/charlestonsouthern,None,60,60,charlestonsouthern,charlestonsouthern-sheet1-row09-col02,charlestonsouthern-2sht1-2rw09-2cl02
coastalcarolina,Coastal Carolina Chanticleers,Coastal Carolina Chanticleers,Coastal Carolina,D1,1,9,3,2,1,D1,Big South,None,BSouth,0,TRUE,TRUE,TRUE,coastalcarolina,#f/coastalcarolina,None,60,60,coastalcarolina,coastalcarolina-sheet1-row09-col03,coastalcarolina-2sht1-2rw09-2cl03
gardnerwebb,Gardner-Webb Runnin' Bulldogs,Gardner-Webb Runnin' Bulldogs,Gardner-Webb,D1,1,9,4,2,1,D1,Big South,None,BSouth,0,TRUE,TRUE,TRUE,gardnerwebb,#f/gardnerwebb,None,60,60,gardnerwebb,gardnerwebb-sheet1-row09-col04,gardnerwebb-2sht1-2rw09-2cl04
highpoint,High Point Panthers,High Point Panthers,High Point,D1,1,9,5,2,1,D1,Big South,None,BSouth,0,TRUE,TRUE,TRUE,highpoint,#f/highpoint,None,60,60,highpoint,highpoint-sheet1-row09-col05,highpoint-2sht1-2rw09-2cl05
liberty,Liberty Flames,Liberty Flames,Liberty,D1,1,9,6,2,1,D1,Big South,None,BSouth,0,TRUE,TRUE,TRUE,liberty,#f/liberty,None,60,60,liberty,liberty-sheet1-row09-col06,liberty-2sht1-2rw09-2cl06
longwood,Longwood Lancers,Longwood Lancers,Longwood,D1,1,9,7,2,1,D1,Big South,None,BSouth,0,TRUE,TRUE,TRUE,longwood,#f/longwood,None,60,60,longwood,longwood-sheet1-row09-col07,longwood-2sht1-2rw09-2cl07
presbyterian,Presbyterian Blue Hose,Presbyterian Blue Hose,Presbyterian,D1,1,9,8,2,1,D1,Big South,None,BSouth,0,TRUE,TRUE,TRUE,presbyterian,#f/presbyterian,None,60,60,presbyterian,presbyterian-sheet1-row09-col08,presbyterian-2sht1-2rw09-2cl08
radford,Radford Highlanders,Radford Highlanders,Radford,D1,1,9,9,2,1,D1,Big South,None,BSouth,0,TRUE,TRUE,TRUE,radford,#f/radford,None,60,60,radford,radford-sheet1-row09-col09,radford-2sht1-2rw09-2cl09
uncasheville,UNC Asheville Bulldogs,UNC Asheville Bulldogs,UNC Asheville,D1,1,9,10,2,1,D1,Big South,None,BSouth,0,TRUE,TRUE,TRUE,uncasheville,#f/uncasheville,None,60,60,uncasheville,uncasheville-sheet1-row09-col10,uncasheville-2sht1-2rw09-2cl10
winthrop,Winthrop Eagles,Winthrop Eagles,Winthrop,D1,1,9,11,2,1,D1,Big South,None,BSouth,0,TRUE,TRUE,TRUE,winthrop,#f/winthrop,None,60,60,winthrop,winthrop-sheet1-row09-col11,winthrop-2sht1-2rw09-2cl11
illinois,Illinois Fighting Illini,Illinois Fighting Illini,Illinois,D1,1,10,1,2,1,D1,Big Ten,None,b10,0,TRUE,TRUE,TRUE,illinois,#f/illinois,#f/i,60,60,illinois,illinois-sheet1-row10-col01,illinois-2sht1-2rw10-2cl01
indiana,Indiana Hoosiers,Indiana Hoosiers,Indiana,D1,1,10,2,2,1,D1,Big Ten,None,b10,0,TRUE,TRUE,TRUE,indiana,#f/indiana,None,60,60,indiana,indiana-sheet1-row10-col02,indiana-2sht1-2rw10-2cl02
iowa,Iowa Hawkeyes,Iowa Hawkeyes,Iowa,D1,1,10,3,2,1,D1,Big Ten,None,b10,0,TRUE,TRUE,TRUE,iowa,#f/iowa,None,60,60,iowa,iowa-sheet1-row10-col03,iowa-2sht1-2rw10-2cl03
maryland,Maryland Terrapins,Maryland Terrapins,Maryland,D1,1,10,4,2,1,D1,Big Ten,None,b10,0,TRUE,TRUE,TRUE,maryland,#f/maryland,None,60,60,maryland,maryland-sheet1-row10-col04,maryland-2sht1-2rw10-2cl04
michigan,Michigan Wolverines,Michigan Wolverines,Michigan,D1,1,10,5,2,1,D1,Big Ten,None,b10,0,TRUE,TRUE,TRUE,michigan,#f/michigan,None,60,60,michigan,michigan-sheet1-row10-col05,michigan-2sht1-2rw10-2cl05
michiganstate,Michigan State Spartans,Michigan State Spartans,Michigan State,D1,1,10,6,2,1,D1,Big Ten,None,b10,0,TRUE,TRUE,TRUE,michiganstate,#f/michiganstate,None,60,60,michiganstate,michiganstate-sheet1-row10-col06,michiganstate-2sht1-2rw10-2cl06
minnesota,Minnesota Golden Gophers,Minnesota Golden Gophers,Minnesota,D1,1,10,7,2,1,D1,Big Ten,None,b10,0,TRUE,TRUE,TRUE,minnesota,#f/minnesota,None,60,60,minnesota,minnesota-sheet1-row10-col07,minnesota-2sht1-2rw10-2cl07
nebraska,Nebraska Cornhuskers,Nebraska Cornhuskers,Nebraska,D1,1,10,8,2,1,D1,Big Ten,None,b10,0,TRUE,TRUE,TRUE,nebraska,#f/nebraska,None,60,60,nebraska,nebraska-sheet1-row10-col08,nebraska-2sht1-2rw10-2cl08
northwestern,Northwestern Wildcats,Northwestern Wildcats,Northwestern,D1,1,10,9,2,1,D1,Big Ten,None,b10,0,TRUE,TRUE,TRUE,northwestern,#f/northwestern,#f/n,60,60,northwestern,northwestern-sheet1-row10-col09,northwestern-2sht1-2rw10-2cl09
ohiostate,Ohio State Buckeyes,Ohio State Buckeyes,Ohio State,D1,1,10,10,2,1,D1,Big Ten,None,b10,0,TRUE,TRUE,TRUE,ohiostate,#f/ohiostate,#f/o,60,60,ohiostate,ohiostate-sheet1-row10-col10,ohiostate-2sht1-2rw10-2cl10
